ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Days Subscribed,Demo User,Free Trial User,Free Trial Start Date,Free Trial Expiration,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,Send Count Group,Open Count Group,Click Count Group,Unique Open Count Group
32227,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,6/28/19,9/28/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,30,0,0,0,0,1,1,1,1
32228,ESP,Limited,RENEWAL,Web,79,USD,4/8/19,10/8/19,183,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,26,1,1,1,1,1,1,1,1
32230,ESP,Limited,INITIAL_PURCHASE,Web,38.49,USD,7/19/19,10/19/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32240,JPN,Limited,RENEWAL,Web,79,USD,3/24/19,10/6/19,196,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,51,0,0,0,0,1,1,1,1
32246,FRA,Limited,RENEWAL,Web,79,USD,11/9/18,11/9/19,365,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,93,0,0,0,0,1,1,1,1
32250,JPN,Limited,RENEWAL,Web,35.97,USD,12/2/19,6/2/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,2,1,2,1,1,1,1,1
32256,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/21/19,11/21/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32257,ESC,Limited,INITIAL_PURCHASE,Web,39.16,USD,8/1/19,11/1/19,92,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,175,3,0,1,0,2,1,1,1
32262,ITA,Limited,RENEWAL,Web,79,USD,4/29/19,10/29/19,183,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,17,0,0,0,0,1,1,1,1
32265,ARA,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/17/19,6/1/20,289,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,2,0,0,0,0,1,1,1,1
32268,ESP,Limited,INITIAL_PURCHASE,Web,39.5,USD,11/24/19,2/24/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,12,1,1,1,1,1,1,1,1
32272,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/15/20,6/15/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,0,0,0,0,1,1,1,1
32273,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/24/19,10/24/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32276,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/1/19,2/1/20,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,70,5,3,3,1,1,1,1,1
32277,RUS,Limited,INITIAL_PURCHASE,Web,39,USD,8/20/19,11/23/19,95,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,31,0,0,0,0,1,1,1,1
32286,HEB,Limited,INITIAL_PURCHASE,Web,29.99,USD,10/8/19,1/8/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,21,1,0,1,0,1,1,1,1
32287,ESP,Limited,RENEWAL,Web,79,USD,5/28/19,4/25/20,333,Yes,No,NULL,NULL,On,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32308,JPN,Limited,INITIAL_PURCHASE,Web,41.34,USD,11/29/19,2/29/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,10,3,0,1,0,1,1,1,1
32310,ESP,Limited,RENEWAL,Web,35.97,USD,1/23/20,7/23/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,13,0,0,0,0,1,1,1,1
32316,ESP,Limited,RENEWAL,Web,79,USD,11/16/19,5/16/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,3,0,3,0,1,1,1,1
32337,FRA,Limited,INITIAL_PURCHASE,Web,70.09,USD,8/1/19,2/1/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,20,0,0,0,0,1,1,1,1
32339,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,8/4/19,2/4/20,184,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,34,0,0,0,0,1,1,1,1
32344,DEU,Limited,INITIAL_PURCHASE,Web,41.73,USD,11/30/19,2/29/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,12,6,3,3,1,1,1,1,1
32350,ESP,Limited,INITIAL_PURCHASE,Web,71.1,USD,7/11/19,10/11/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32353,HIN,Limited,INITIAL_PURCHASE,Web,38.34,USD,6/22/19,9/22/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32358,ESP,Limited,RENEWAL,Web,79,USD,5/5/19,11/5/19,184,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,39,0,0,0,0,1,1,1,1
32359,ENG,Limited,INITIAL_PURCHASE,Web,49,USD,8/12/19,2/12/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,12,0,0,0,0,1,1,1,1
32370,HEB,Limited,INITIAL_PURCHASE,Web,69.24,USD,7/22/19,1/22/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,24,0,0,0,0,1,1,1,1
32373,ENG,Limited,INITIAL_PURCHASE,Web,39,USD,8/6/19,2/9/20,187,No,Yes,8/6/19,8/9/19,Off,US/Canada,Consumer,Web,Yes,Yes,61,3,2,2,1,1,1,1,1
32374,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/24/20,3/24/21,365,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,15,12,0,2,0,1,1,1,1
32380,CHI,Limited,INITIAL_PURCHASE,Web,38.85,USD,10/23/19,1/23/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,8,0,0,0,0,1,1,1,1
32381,FRA,Limited,RENEWAL,Web,119,USD,2/2/19,2/2/20,365,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,27,1,0,1,0,1,1,1,1
32382,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/19/19,12/19/19,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32383,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/19/20,6/19/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32384,ESP,Limited,RENEWAL,Web,79,USD,5/27/19,11/27/19,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,40,0,0,0,0,1,1,1,1
32386,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/6/19,12/6/19,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,41,0,0,0,0,1,1,1,1
32389,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/1/19,4/1/20,183,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,3,0,0,0,0,1,1,1,1
32390,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/26/20,4/26/20,91,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,6,2,1,2,1,1,1,1,1
32391,RUS,Limited,RENEWAL,Web,35.97,USD,9/13/19,6/13/20,274,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,1,0,1,0,1,1,1,1
32397,ENG,Limited,RENEWAL,Web,35.97,USD,1/14/20,7/14/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,8,6,0,2,0,1,1,1,1
32400,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,12/12/19,3/12/20,91,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,16,4,0,2,0,1,1,1,1
32402,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/23/20,6/23/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32414,ENG,Limited,INITIAL_PURCHASE,Web,37.91,USD,8/24/19,11/24/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32417,KOR,Limited,INITIAL_PURCHASE,Web,36.33,USD,9/23/19,12/23/19,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,2,0,0,0,0,1,1,1,1
32422,ESP,Limited,RENEWAL,Web,35.97,USD,10/14/19,7/14/20,274,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32425,ALL,Limited,INITIAL_PURCHASE,Web,100.67,USD,3/10/20,3/10/21,365,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,130,7,4,4,2,2,1,1,1
32426,JPN,Limited,INITIAL_PURCHASE,Web,39,USD,1/14/20,4/14/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,11,11,0,4,0,1,1,1,1
32427,ESP,Limited,INITIAL_PURCHASE,Web,39.28,USD,7/29/19,10/29/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32431,ITA,Limited,RENEWAL,Web,79,USD,7/28/19,4/28/20,275,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,4,0,3,0,1,1,1,1
32434,ENG,Limited,INITIAL_PURCHASE,Web,40.95,USD,11/30/19,2/29/20,91,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,1,1,0,1,0,1,1,1,1
32438,ESC,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/16/20,6/16/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32443,TGL,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/30/19,2/29/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,9,0,0,0,0,1,1,1,1
32450,ESP,Limited,INITIAL_PURCHASE,Web,38.34,USD,7/16/19,10/16/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,32,0,0,0,0,1,1,1,1
32452,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/28/20,3/28/21,365,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,0,0,0,0,1,1,1,1
32457,ESP,Limited,INITIAL_PURCHASE,Web,39.16,USD,3/31/20,6/30/20,91,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32459,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/18/19,12/25/19,98,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,27,0,0,0,0,1,1,1,1
32462,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/19/20,5/19/20,90,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,9,2,0,2,0,1,1,1,1
32467,RUS,Limited,RENEWAL,Web,79,USD,4/23/19,10/23/19,183,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,33,0,0,0,0,1,1,1,1
32470,DEU,Limited,RENEWAL,Web,79,USD,8/10/19,5/10/20,274,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,0,0,0,0,1,1,1,1
32474,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,6/25/19,2/12/20,232,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,0,0,0,0,0,1,1,1,1
32477,POR,Limited,INITIAL_PURCHASE,Web,69.05,USD,7/26/19,1/26/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,23,0,0,0,0,1,1,1,1
32484,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,7/19/19,1/19/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,8,0,0,0,0,1,1,1,1
32490,CHI,Limited,RENEWAL,Web,79,USD,11/1/19,5/1/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,1,0,1,0,1,1,1,1
32494,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/8/20,5/8/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32499,ESP,Limited,RENEWAL,Web,79,USD,7/30/19,2/2/20,187,No,Yes,7/30/19,8/2/19,On,US/Canada,Consumer,Web,Yes,Yes,44,0,0,0,0,1,1,1,1
32501,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,8/22/19,3/2/20,193,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,25,18,8,3,1,1,1,1,1
32504,ESP,Limited,INITIAL_PURCHASE,Web,37.77,USD,2/22/20,5/22/20,90,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,122,19,4,15,2,2,1,1,1
32507,ENG,Limited,RENEWAL,Web,79,USD,4/23/19,10/23/19,183,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32520,FRA,Limited,INITIAL_PURCHASE,Web,38.13,USD,9/6/19,3/6/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,13,1,1,1,1,1,1,1,1
32521,RUS,Limited,RENEWAL,Web,79,USD,5/22/19,11/22/19,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,57,19,0,15,0,1,1,1,1
32522,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/20/20,3/20/21,365,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32524,ENG,Limited,INITIAL_PURCHASE,Web,39,USD,1/9/20,4/9/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,13,8,6,3,2,1,1,1,1
32529,ENG,Limited,RENEWAL,Web,19.99,USD,3/30/19,7/30/19,122,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32530,SVE,Limited,INITIAL_PURCHASE,Web,79,USD,9/4/19,12/4/19,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,30,13,3,10,1,1,1,1,1
32531,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,10/21/19,1/21/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,8,0,0,0,0,1,1,1,1
32545,POR,Limited,INITIAL_PURCHASE,Web,119,USD,11/18/19,5/18/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,2,0,0,0,0,1,1,1,1
32567,ESP,Limited,RENEWAL,Web,79,USD,5/20/19,2/20/20,276,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,12,0,0,0,0,1,1,1,1
32574,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/29/19,10/29/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32579,ESP,Limited,INITIAL_PURCHASE,Web,77.7,USD,10/25/19,4/25/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,1,0,0,0,0,1,1,1,1
32580,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,3/31/20,9/30/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,1,0,0,0,0,1,1,1,1
32588,ESP,Limited,RENEWAL,Web,79,USD,6/25/19,3/25/20,274,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,7,0,0,0,0,1,1,1,1
32592,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,11/30/19,2/29/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,10,0,0,0,0,1,1,1,1
32594,ESP,Limited,INITIAL_PURCHASE,Web,37.77,USD,2/17/20,5/17/20,90,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,9,0,0,0,0,1,1,1,1
32602,ESP,Limited,RENEWAL,Web,79,USD,6/6/19,12/6/19,183,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,36,6,1,6,1,1,1,1,1
32603,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/19/20,6/19/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32615,ENG,Limited,RENEWAL,Web,35.97,USD,9/3/19,6/3/20,274,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,0,0,0,0,1,1,1,1
32635,EBR,Limited,INITIAL_PURCHASE,Web,39,USD,1/3/20,4/3/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,2,2,0,1,0,1,1,1,1
32644,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/6/19,2/6/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,7,0,0,0,0,1,1,1,1
32653,FRA,Limited,RENEWAL,Web,35.97,USD,12/15/19,6/15/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,6,4,0,2,0,1,1,1,1
32655,CHI,Limited,INITIAL_PURCHASE,Web,39,USD,12/5/19,3/5/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,8,8,0,2,0,1,1,1,1
32666,FRA,Limited,RENEWAL,Web,79,USD,6/28/19,12/30/19,185,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,2,0,0,0,0,1,1,1,1
32677,FRA,Limited,RENEWAL,Web,35.97,USD,9/14/19,6/14/20,274,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,24,23,0,4,0,1,1,1,1
32687,ITA,Limited,INITIAL_PURCHASE,Web,39.07,USD,3/29/20,6/29/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,0,0,0,0,1,1,1,1
32696,DEU,Limited,INITIAL_PURCHASE,Web,70.09,USD,11/30/19,5/30/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,3,0,0,0,0,1,1,1,1
32715,ESP,Limited,RENEWAL,Web,35.97,USD,11/28/19,5/28/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,5,0,0,0,0,1,1,1,1
32729,JPN,Limited,RENEWAL,Web,35.97,USD,12/3/19,6/10/20,190,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,5,0,0,0,0,1,1,1,1
32730,POR,Limited,RENEWAL,Web,79,USD,5/5/19,12/7/19,216,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,41,0,0,0,0,1,1,1,1
32732,ESP,Limited,INITIAL_PURCHASE,Web,70.06,USD,11/3/19,5/3/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,7,4,0,2,0,1,1,1,1
32733,ARA,Limited,RENEWAL,Web,79,USD,12/29/18,12/29/19,365,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32738,ALL,Limited,INITIAL_PURCHASE,Web,179,USD,3/4/20,3/4/21,365,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,0,0,0,0,1,1,1,1
32744,FRA,Limited,RENEWAL,Web,79,USD,2/3/19,1/6/20,337,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,80,0,0,0,0,1,1,1,1
32749,ESP,Limited,RENEWAL,Web,79,USD,6/3/19,3/3/20,274,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,14,2,2,1,1,1,1,1,1
32750,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/19/20,6/19/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,0,0,0,0,1,1,1,1
32751,ESP,Limited,INITIAL_PURCHASE,Web,70.56,USD,3/17/20,9/17/20,184,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,5,0,0,0,0,1,1,1,1
32756,ESP,Limited,INITIAL_PURCHASE,Web,71.1,USD,7/25/19,10/30/19,97,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,0,0,0,0,0,1,1,1,1
32757,GLE,Limited,INITIAL_PURCHASE,Web,115.54,USD,2/26/20,8/26/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,3,3,0,1,0,1,1,1,1
32766,ESP,Limited,INITIAL_PURCHASE,Web,69.9,USD,9/30/19,3/30/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,1,0,1,0,1,1,1,1
32767,ESP,Limited,INITIAL_PURCHASE,Web,39.71,USD,3/28/20,6/28/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,0,0,0,0,1,1,1,1
32769,ITA,Limited,RENEWAL,Web,35.97,USD,12/3/19,6/3/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,1,0,1,0,1,1,1,1
32784,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/14/19,11/14/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,42,1,1,1,1,1,1,1,1
32806,FRA,Limited,INITIAL_PURCHASE,Web,39.6,USD,10/1/19,1/1/20,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,0,0,0,0,0,1,1,1,1
32808,ITA,Limited,RENEWAL,Web,79,USD,5/26/19,11/26/19,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,41,0,0,0,0,1,1,1,1
32827,ESP,Limited,RENEWAL,Web,79,USD,5/3/19,11/3/19,184,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,0,0,0,0,0,1,1,1,1
32848,ITA,Limited,INITIAL_PURCHASE,Web,38.58,USD,2/13/20,5/13/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,10,6,3,4,1,1,1,1,1
32849,ESP,Limited,RENEWAL,Web,79,USD,11/11/19,6/29/20,231,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,9,2,0,2,0,1,1,1,1
32858,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/17/19,2/17/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,2,1,1,1,1,1,1,1,1
32866,ESC,Limited,INITIAL_PURCHASE,Web,79,USD,7/23/19,10/23/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32872,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/28/20,6/28/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,0,0,0,0,1,1,1,1
32873,EBR,Limited,INITIAL_PURCHASE,Web,43.16,USD,9/29/19,7/4/20,279,No,Yes,9/29/19,10/2/19,On,Europe,Consumer,Web,No,Yes,0,0,0,0,0,1,1,1,1
32874,HEB,Limited,INITIAL_PURCHASE,Web,65.94,USD,7/2/19,1/2/20,184,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,28,0,0,0,0,1,1,1,1
32879,FRA,Limited,RENEWAL,Web,79,USD,8/5/19,5/5/20,274,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,15,13,0,1,0,1,1,1,1
32897,POR,Limited,INITIAL_PURCHASE,Web,35.97,USD,10/29/19,1/29/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32902,SVE,Limited,INITIAL_PURCHASE,Web,38.85,USD,6/23/19,9/23/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32904,KOR,Limited,RENEWAL,App,79,USD,2/2/19,11/7/19,278,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32908,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/16/20,6/16/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,9,3,0,1,0,1,1,1,1
32909,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/17/20,4/17/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,3,2,2,1,1,1,1,1
32910,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/16/19,12/17/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,7,0,0,0,0,1,1,1,1
32915,ESC,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/19/19,11/19/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,24,6,3,3,1,1,1,1,1
32918,DEU,Limited,INITIAL_PURCHASE,Web,65.94,USD,11/9/19,5/9/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,0,0,0,0,1,1,1,1
32925,ITA,Limited,INITIAL_PURCHASE,Web,38.25,USD,2/15/20,5/15/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,8,0,0,0,0,1,1,1,1
32926,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/27/19,11/27/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,41,0,0,0,0,1,1,1,1
32928,ESP,Limited,RENEWAL,Web,35.97,USD,8/18/19,5/21/20,277,No,Yes,8/18/19,8/21/19,On,US/Canada,Consumer,Web,Yes,Yes,6,5,0,2,0,1,1,1,1
32929,ITA,Limited,INITIAL_PURCHASE,Web,39.12,USD,8/26/19,11/26/19,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
32937,FRA,Limited,INITIAL_PURCHASE,Web,38.85,USD,8/8/19,11/8/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,11,2,1,2,1,1,1,1,1
32941,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/19/19,11/19/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,37,0,0,0,0,1,1,1,1
32942,ESP,Limited,INITIAL_PURCHASE,Web,70.29,USD,7/13/19,1/13/20,184,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,23,21,0,15,0,1,1,1,1
32951,ITA,Limited,INITIAL_PURCHASE,Web,65.94,USD,8/3/19,2/3/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,21,10,6,2,1,1,1,1,1
32952,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/26/19,4/26/20,183,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,7,7,4,2,1,1,1,1,1
32954,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/22/20,6/22/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,0,0,0,0,1,1,1,1
32955,DEU,Limited,INITIAL_PURCHASE,Web,65.94,USD,7/11/19,4/27/20,291,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,1,1,0,1,0,1,1,1,1
32960,RUS,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/4/19,11/4/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,19,12,0,11,0,1,1,1,1
32965,ESP,Limited,INITIAL_PURCHASE,Web,126.14,USD,7/21/19,1/21/20,184,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,9,0,0,0,0,1,1,1,1
32973,ESP,Limited,RENEWAL,Web,79,USD,11/2/19,5/2/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,9,7,0,2,0,1,1,1,1
32974,ALL,Limited,INITIAL_PURCHASE,Web,101.87,USD,3/19/20,3/19/21,365,No,Yes,3/16/20,3/19/20,On,US/Canada,Consumer,Web,Yes,Yes,8,2,0,2,0,1,1,1,1
32983,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/30/19,4/30/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,16,16,0,4,0,1,1,1,1
32991,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/24/19,10/24/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,2,0,0,0,0,1,1,1,1
