ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Days Subscribed,Demo User,Free Trial User,Free Trial Start Date,Free Trial Expiration,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count
4055,ALL,Lifetime,INITIAL_PURCHASE,Web,203.74,USD,2/26/20,1/1/99,28799,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,135,28,4,13,2
4059,ESP,Limited,RENEWAL,Web,35.97,USD,12/29/19,7/3/20,187,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,No,Yes,1,0,0,0,0
4060,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/20/19,11/20/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
4063,ALL,Lifetime,INITIAL_PURCHASE,Web,205.3,USD,3/1/20,1/1/99,28795,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,139,20,4,15,2
4066,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/19/20,1/1/99,28806,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,113,9,3,6,1
4068,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/10/20,1/1/99,28786,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,203,197,2,148,1
4073,ALL,Lifetime,INITIAL_PURCHASE,Web,202.23,USD,2/27/20,1/1/99,28798,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,44,19,4,10,2
4077,FRA,Lifetime,INITIAL_PURCHASE,Web,99,USD,6/16/19,1/1/99,29054,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0
4083,ESP,Limited,INITIAL_PURCHASE,Web,39.21,USD,3/28/20,7/8/20,102,No,Yes,4/1/20,4/8/20,Off,US/Canada,Consumer,Web,Yes,Yes,1,1,1,1,1
4088,POR,Limited,RENEWAL,Web,35.97,USD,6/10/19,6/12/20,368,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,8,6,0,2,0
4089,ESP,Limited,RENEWAL,Web,35.97,USD,12/18/19,6/18/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,5,0,2,0
4091,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,9/10/19,9/13/20,369,No,No,NULL,NULL,On,US/Canada,Other,Web,Yes,Yes,5,0,0,0,0
4094,TGL,Limited,INITIAL_PURCHASE,Web,95.88,USD,7/5/19,7/5/20,366,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0
4097,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/21/20,1/1/99,28775,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,28,10,8,3,1
4106,ITA,Limited,INITIAL_PURCHASE,Web,95.88,USD,11/11/19,11/11/20,366,No,No,NULL,NULL,Off,Europe,Consumer,Web,No,Yes,2,2,2,1,1
4109,ALL,Lifetime,INITIAL_PURCHASE,Web,299,USD,2/29/20,1/1/99,28796,No,Yes,2/25/20,2/28/20,Off,US/Canada,Consumer,Web,Yes,Yes,9,2,0,1,0
4113,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/21/20,1/1/99,28804,No,Yes,1/30/20,2/2/20,Off,US/Canada,Consumer,Web,Yes,Yes,97,97,0,94,0
4117,ESP,Limited,INITIAL_PURCHASE,Web,38.49,USD,2/8/20,5/12/20,94,No,Yes,2/8/20,2/11/20,On,US/Canada,Consumer,Web,Yes,Yes,16,11,8,3,1
4120,ENG,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/3/19,4/3/20,183,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,39,30,30,1,1
4128,POR,Lifetime,INITIAL_PURCHASE,Web,52.43,USD,2/7/19,1/1/99,29183,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,2,1,0,1,0
4129,DEU,Limited,INITIAL_PURCHASE,Web,38.24,USD,6/23/19,9/27/19,96,No,Yes,6/23/19,6/26/19,Off,US/Canada,Consumer,Web,Yes,Yes,147,2,0,2,0
4130,ESP,Limited,INITIAL_PURCHASE,Web,138.51,USD,11/2/19,11/2/21,731,No,No,NULL,NULL,On,US/Canada,Other,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL
4142,ESP,Limited,RENEWAL,Web,79,USD,11/8/18,5/8/20,547,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,13,12,0,2,0
4146,JPN,Limited,INITIAL_PURCHASE,Web,39,USD,12/3/19,3/6/20,94,No,Yes,12/3/19,12/6/19,Off,US/Canada,Consumer,Web,No,Yes,3,3,0,2,0
4147,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/27/20,1/1/99,28769,No,Yes,3/22/20,3/25/20,Off,US/Canada,Consumer,Web,Yes,Yes,11,7,0,2,0
4154,ALL,Limited,RENEWAL,Web,179,USD,4/23/19,4/23/21,731,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0
4161,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,3/3/20,1/1/99,28793,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,133,104,61,13,4
4162,ALL,Lifetime,INITIAL_PURCHASE,Web,179.1,USD,3/13/20,1/1/99,28783,No,Yes,3/11/20,3/14/20,Off,US/Canada,Consumer,Web,No,Yes,10,10,3,2,1
4165,CHI,Limited,INITIAL_PURCHASE,Web,39,USD,12/20/19,4/11/20,113,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,24,8,3,6,1
4167,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,1/15/20,4/15/20,91,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,50,9,0,5,0
4169,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/21/20,1/1/99,28804,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,125,53,5,18,1
4170,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,3/9/20,1/1/99,28787,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,177,51,5,29,3
4177,ESP,Limited,INITIAL_PURCHASE,Web,38.16,USD,2/28/20,5/28/20,90,No,Yes,8/14/18,8/17/18,On,US/Canada,Consumer,App,Yes,Yes,17,5,0,2,0
4180,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/26/20,1/1/99,28799,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,131,20,13,8,2
4189,ESP,Limited,RENEWAL,Web,35.97,USD,1/9/20,7/9/20,182,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,10,6,1,4,1
4190,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,11/19/19,11/19/20,366,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,3,2,0,1,0
4196,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,11/15/19,11/15/20,366,No,Yes,8/5/19,8/8/19,Off,US/Canada,Consumer,Web,Yes,Yes,2,1,0,1,0
4199,ESP,Limited,INITIAL_PURCHASE,Web,143.76,USD,8/20/19,8/20/21,731,No,No,NULL,NULL,On,US/Canada,Other,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL
4200,ALL,Lifetime,INITIAL_PURCHASE,Web,207.9,USD,11/30/19,1/1/99,28887,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,8,3,0,1,0
4202,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,12/15/19,3/15/20,91,No,Yes,12/15/19,12/18/19,On,Other,Consumer,Web,No,Yes,1,0,0,0,0
4208,ESP,Limited,INITIAL_PURCHASE,Web,41.48,USD,2/5/19,5/4/20,454,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,86,11,7,5,2
4210,ITA,Limited,RENEWAL,Web,79,USD,7/28/19,1/31/20,187,No,Yes,7/28/19,7/31/19,Off,US/Canada,Consumer,Web,Yes,Yes,123,10,0,5,0
4217,JPN,Limited,INITIAL_PURCHASE,Web,39,USD,12/31/19,3/31/20,91,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,11,0,0,0,0
4218,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,1/24/20,1/24/21,366,Yes,No,NULL,NULL,Off,Other,Consumer,App,No,Yes,144,138,91,31,15
4220,ENG,Limited,INITIAL_PURCHASE,Web,39,USD,3/13/19,3/9/20,362,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,190,5,2,3,1
4227,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/19/19,12/19/19,91,Yes,No,NULL,NULL,Off,Other,Consumer,App,Yes,Yes,155,3,0,2,0
4230,EBR,Limited,INITIAL_PURCHASE,Web,65.94,USD,12/22/19,1/24/21,399,No,Yes,12/22/19,12/25/19,Off,Other,Consumer,Web,No,Yes,58,23,7,11,2
4232,ENG,Limited,INITIAL_PURCHASE,Web,39.16,USD,3/29/20,7/1/20,94,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,10,8,6,3,2
4233,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,4/5/19,10/6/19,184,No,No,NULL,NULL,Off,Europe,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
4237,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/11/20,5/11/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,6,2,0,2,0
4240,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/25/20,1/1/99,28771,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,7,6,6,1,1
4245,FRA,Lifetime,INITIAL_PURCHASE,Web,51.45,USD,8/25/19,1/1/99,28984,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,No,Yes,28,28,28,1,1
4246,ITA,Limited,INITIAL_PURCHASE,Web,38.34,USD,6/25/19,7/20/20,391,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,225,98,12,66,4
4249,ALL,Lifetime,INITIAL_PURCHASE,Web,211.64,USD,3/21/20,1/1/99,28775,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,0,0,0,0
4250,ESP,Limited,INITIAL_PURCHASE,Web,150.95,USD,9/8/19,9/8/21,731,No,No,NULL,NULL,On,US/Canada,Other,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL
4251,CHI,Limited,INITIAL_PURCHASE,Web,39,USD,7/14/19,10/17/19,95,No,Yes,7/14/19,7/17/19,Off,US/Canada,Consumer,Web,Yes,Yes,31,0,0,0,0
4252,ALL,Lifetime,INITIAL_PURCHASE,Web,209.2,USD,3/13/20,1/1/99,28783,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,65,52,7,34,1
2545,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/4/20,1/1/99,28792,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,242,40,7,17,2
4256,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/10/20,1/1/99,28786,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,172,48,0,33,0
4258,ALL,Limited,INITIAL_PURCHASE,Web,104.8,USD,3/21/20,3/21/21,365,No,Yes,1/4/20,1/7/20,On,US/Canada,Consumer,Web,Yes,Yes,211,127,16,96,5
4259,ESP,Limited,RENEWAL,Web,119,USD,1/23/19,7/23/20,547,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0
4262,ENG,Limited,INITIAL_PURCHASE,Web,38.58,USD,11/29/19,3/3/20,95,No,Yes,11/29/19,12/2/19,Off,US/Canada,Consumer,Web,Yes,Yes,9,2,1,2,1
4274,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/24/20,1/1/99,28801,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,122,16,14,3,1
4276,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/7/20,6/7/20,92,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,14,4,2,3,1
4278,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/21/20,1/1/99,28804,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,10,4,0,1,0
4280,FRA,Limited,INITIAL_PURCHASE,Web,41.34,USD,7/17/19,10/20/19,95,No,Yes,7/17/19,7/20/19,Off,US/Canada,Consumer,Web,No,Yes,61,3,3,1,1
4285,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/14/20,5/20/20,96,No,Yes,2/14/20,2/17/20,On,US/Canada,Consumer,Web,Yes,Yes,27,9,3,2,1
4286,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/20/20,1/1/99,28805,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,84,45,25,6,3
4293,ALL,Limited,INITIAL_PURCHASE,Web,104.39,USD,3/23/20,3/23/21,365,No,Yes,3/11/20,3/14/20,On,US/Canada,Consumer,Web,Yes,Yes,13,1,0,1,0
4299,ALL,Lifetime,INITIAL_PURCHASE,Web,216.41,USD,3/8/20,1/1/99,28788,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,159,19,13,9,5
4300,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/22/20,1/1/99,28774,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,175,6,2,6,2
4303,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/21/20,1/1/99,28804,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,7,1,0,1,0
4306,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/7/20,4/13/20,97,No,Yes,1/7/20,1/10/20,Off,US/Canada,Consumer,Web,No,Yes,237,237,195,5,4
4313,LAT,Limited,INITIAL_PURCHASE,Web,107.88,USD,6/3/19,6/2/21,730,Yes,No,NULL,NULL,Off,Other,Consumer,Web,No,Yes,16,16,0,1,0
4318,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/5/20,6/5/20,92,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,7,0,0,0,0
4319,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,3/3/20,1/1/99,28793,No,Yes,2/14/20,2/17/20,Off,US/Canada,Consumer,Web,Yes,Yes,34,15,7,12,4
4324,ESP,Limited,INITIAL_PURCHASE,Web,21.15,USD,10/25/19,11/25/19,31,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,156,0,0,0,0
4326,KOR,Lifetime,INITIAL_PURCHASE,Web,189,USD,6/8/19,1/1/99,29062,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,18,10,2,4,1
4327,ALL,Lifetime,INITIAL_PURCHASE,Web,199.21,USD,2/20/20,1/1/99,28805,No,Yes,2/20/20,2/23/20,Off,US/Canada,Consumer,Web,Yes,Yes,142,50,14,22,2
4328,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/2/20,1/1/99,28794,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,35,34,22,3,2
4329,FRA,Limited,RENEWAL,Web,79,USD,5/6/19,5/6/20,366,No,No,NULL,NULL,On,US/Canada,Consumer,Web,No,Yes,5,5,0,2,0
4330,ESC,Limited,RENEWAL,Web,19.99,USD,6/24/19,4/24/20,305,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,22,20,0,1,0
4340,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/29/20,1/1/99,28767,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,3,1,0,1,0
4346,ALL,Limited,RENEWAL,Web,179,USD,3/31/19,3/31/21,731,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,15,12,0,2,0
4358,ESP,Limited,INITIAL_PURCHASE,Web,101.73,USD,8/22/19,8/22/20,366,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,107,0,0,0,0
4362,TGL,Limited,INITIAL_PURCHASE,Web,143.76,USD,10/14/19,10/14/21,731,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0
4378,ITA,Limited,INITIAL_PURCHASE,Web,65.94,USD,12/27/19,6/30/20,186,No,Yes,12/27/19,12/30/19,On,US/Canada,Consumer,Web,Yes,Yes,10,10,6,3,1
4384,NED,Limited,RENEWAL,Web,119,USD,9/8/19,9/8/20,366,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,6,2,0,1,0
4387,ESP,Limited,INITIAL_PURCHASE,Web,72.73,USD,1/13/20,7/13/20,182,No,No,NULL,NULL,On,US/Canada,Other,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL
4393,ITA,Limited,INITIAL_PURCHASE,Web,42.36,USD,6/18/19,12/21/19,186,No,Yes,6/18/19,6/21/19,Off,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0
4400,FRA,Limited,RENEWAL,Web,79,USD,4/12/19,10/12/19,183,No,No,NULL,NULL,Off,US/Canada,Other,Web,Yes,Yes,53,43,0,43,0
4405,ALL,Lifetime,INITIAL_PURCHASE,Web,201.76,USD,2/21/20,1/1/99,28804,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,23,22,0,5,0
4406,FRA,Limited,INITIAL_PURCHASE,Web,39,USD,8/15/19,11/18/19,95,No,Yes,8/15/19,8/18/19,Off,Europe,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
4417,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,6/25/19,10/1/19,98,No,Yes,6/25/19,6/28/19,Off,US/Canada,Consumer,Web,Yes,Yes,229,145,0,111,0
4418,ESP,Lifetime,INITIAL_PURCHASE,Web,187.43,USD,1/25/20,1/1/99,28831,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,13,0,0,0,0
4419,FRA,Limited,INITIAL_PURCHASE,Web,39,USD,1/9/20,4/9/20,91,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0
4421,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,USD,2/27/20,1/1/99,28798,Yes,No,NULL,NULL,Off,Europe,Consumer,Web,No,Yes,41,41,38,1,1
4423,DEU,Limited,RENEWAL,Web,79,USD,4/15/19,1/15/20,275,Yes,No,NULL,NULL,Off,Other,Consumer,Web,Yes,Yes,2,0,0,0,0
4425,ESP,Limited,INITIAL_PURCHASE,Web,39.21,USD,1/31/20,5/3/20,93,No,Yes,1/31/20,2/3/20,On,US/Canada,Consumer,Web,Yes,Yes,11,0,0,0,0
4426,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,3/5/20,1/1/99,28791,Yes,No,NULL,NULL,Off,Other,Consumer,App,No,Yes,24,20,20,1,1
4427,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/21/20,1/1/99,28804,Yes,No,NULL,NULL,Off,Other,Consumer,Web,No,Yes,57,24,8,9,2
4435,ALL,Lifetime,INITIAL_PURCHASE,Web,226.8,USD,2/26/20,1/1/99,28799,No,Yes,12/20/19,12/23/19,Off,Europe,Consumer,Web,No,Yes,140,63,17,45,9
4442,ESP,Limited,RENEWAL,Web,35.97,USD,7/9/19,7/17/20,374,No,Yes,7/9/19,7/12/19,On,US/Canada,Consumer,Web,Yes,Yes,5,4,0,2,0
4444,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,10/16/19,1/16/20,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,8,0,0,0,0
4445,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,3/3/20,1/1/99,28793,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,136,27,2,16,2
4447,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/20/20,1/1/99,28805,No,No,NULL,NULL,Off,Other,Consumer,Web,No,Yes,56,16,5,12,2
4450,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/16/19,2/16/20,92,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,88,24,0,14,0
4451,DEU,Limited,RENEWAL,Web,119,USD,5/7/19,5/7/20,366,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0
4452,FRA,Limited,RENEWAL,Web,79,USD,5/29/19,3/3/20,279,No,Yes,5/29/19,6/1/19,Off,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0
4453,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/25/20,1/1/99,28800,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,159,61,25,27,3
4461,FRA,Limited,INITIAL_PURCHASE,Web,37.77,USD,7/18/19,11/7/19,112,No,Yes,7/18/19,7/21/19,Off,US/Canada,Consumer,Web,Yes,Yes,108,51,46,11,7
4465,ALL,Lifetime,INITIAL_PURCHASE,Web,211.74,USD,3/14/20,1/1/99,28782,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,18,0,0,0,0
4472,ALL,Limited,RENEWAL,Web,179,USD,4/15/19,4/15/21,731,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,4,1,0,1,0
4483,JPN,Limited,INITIAL_PURCHASE,Web,38.58,USD,3/15/20,6/15/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,3,0,3,0
4486,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/12/19,11/22/19,102,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0
4492,ESP,Limited,INITIAL_PURCHASE,Web,38.13,USD,1/18/20,4/23/20,96,No,Yes,1/18/20,1/21/20,On,US/Canada,Consumer,Web,Yes,Yes,45,21,7,6,1
4494,ESP,Limited,RENEWAL,Web,35.97,USD,9/16/19,6/19/20,277,No,Yes,9/16/19,9/19/19,On,US/Canada,Consumer,Web,Yes,Yes,4,2,0,2,0
4495,ALL,Limited,INITIAL_PURCHASE,Web,104.27,USD,3/17/20,3/17/21,365,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,7,0,0,0,0
4497,FRA,Limited,INITIAL_PURCHASE,Web,39,USD,1/26/20,4/26/20,91,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,51,33,14,10,3
4498,ESP,Limited,INITIAL_PURCHASE,Web,143.76,USD,7/29/19,7/29/21,731,No,No,NULL,NULL,On,US/Canada,Other,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL
4501,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/18/20,6/27/20,101,No,Yes,3/18/20,3/25/20,On,US/Canada,Consumer,Web,Yes,Yes,23,17,0,3,0
4503,CHI,Limited,RENEWAL,Web,79,USD,10/23/19,4/29/20,189,No,Yes,10/23/19,10/26/19,On,US/Canada,Consumer,Web,Yes,Yes,4,2,0,1,0
4508,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/20/20,1/1/99,28776,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,25,11,3,4,1
4509,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,USD,3/18/20,1/1/99,28778,No,No,NULL,NULL,Off,Europe,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
4517,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/24/20,4/24/20,91,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,25,16,0,3,0
4518,ESP,Limited,RENEWAL,Web,79,USD,1/6/19,4/6/20,456,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,11,8,0,1,0
4531,ESP,Limited,INITIAL_PURCHASE,Web,180.83,USD,9/9/19,9/9/20,366,No,No,NULL,NULL,On,US/Canada,Other,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL
4533,ESP,Limited,INITIAL_PURCHASE,Web,89,USD,1/13/20,1/13/24,1461,Yes,No,NULL,NULL,On,US/Canada,Other,App,Yes,Yes,NULL,NULL,NULL,NULL,NULL
4534,FAR,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/16/19,12/19/19,94,No,Yes,9/16/19,9/19/19,Off,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0
4536,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,9/2/19,4/2/20,213,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,9,9,4,4,1
4537,HEB,Limited,INITIAL_PURCHASE,Web,39.16,USD,11/18/19,2/26/20,100,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,50,5,0,2,0
4538,ESP,Limited,INITIAL_PURCHASE,Web,38.13,USD,2/22/20,5/25/20,93,No,Yes,2/22/20,2/25/20,On,US/Canada,Consumer,Web,Yes,Yes,19,14,7,4,1
4546,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,1/26/20,1/1/99,28830,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,219,179,2,110,1
4549,JPN,Limited,RENEWAL,Web,79,USD,11/6/19,5/10/20,186,No,Yes,11/6/19,11/9/19,On,Other,Consumer,Web,No,Yes,4,4,0,2,0
4552,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/25/20,1/1/99,28800,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,40,10,5,7,2
4554,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/7/20,1/1/99,28789,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,142,6,3,5,2
4556,ALL,Lifetime,INITIAL_PURCHASE,Web,216.66,USD,3/21/20,1/1/99,28775,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,7,4,0,3,0
4561,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/22/20,1/1/99,28803,Yes,No,NULL,NULL,Off,Other,Consumer,App,No,Yes,165,108,4,55,2
4562,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/13/20,1/1/99,28783,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,10,0,0,0,0
4564,NED,Limited,INITIAL_PURCHASE,Web,39,USD,12/30/19,3/30/20,91,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,15,5,0,1,0
4567,ITA,Limited,RENEWAL,Web,119,USD,5/1/19,5/1/20,366,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0
4569,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/9/19,10/9/20,366,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,5,3,0,1,0
4573,ALL,Lifetime,INITIAL_PURCHASE,Web,212.13,USD,3/10/20,1/1/99,28786,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,141,2,2,2,2
4579,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/19/20,1/1/99,28806,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,106,2,0,2,0
