ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Days Subscribed,Demo User,Free Trial User,Free Trial Start Date,Free Trial Expiration,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count
35752,HEB,Limited,INITIAL_PURCHASE,Web,38.13,USD,3/21/20,6/21/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,0,0,0,0
35758,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/28/20,1/1/99,28768,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
35759,ESP,Limited,INITIAL_PURCHASE,Web,38.31,USD,8/14/19,11/14/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,7,0,0,0,0
35763,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/1/20,1/1/99,28795,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
35766,NED,Limited,RENEWAL,Web,79,USD,3/16/19,9/16/19,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
35768,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,7/7/19,1/7/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,34,3,0,1,0
35769,ARA,Limited,RENEWAL,Web,119,USD,3/12/19,3/12/20,366,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,11,6,1,3,1
35776,ESP,Limited,RENEWAL,Web,35.97,USD,12/3/19,6/3/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,1,0,1,0
35780,FRA,Limited,RENEWAL,Web,35.97,USD,1/14/20,7/14/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,7,7,1,1
35781,ESP,Limited,INITIAL_PURCHASE,Web,39.71,USD,2/1/20,5/1/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,12,6,0,2,0
35783,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/15/19,10/15/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
35787,ALL,Lifetime,INITIAL_PURCHASE,Web,217.41,USD,2/14/20,1/1/99,28811,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,7,1,0,1,0
35789,JPN,Limited,INITIAL_PURCHASE,Web,42.46,USD,1/3/20,4/9/20,97,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,8,3,0,1,0
35790,ARA,Limited,RENEWAL,Web,119,USD,8/20/19,8/20/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,0,0,0,0
35799,ESP,Limited,RENEWAL,Web,35.97,USD,12/2/19,6/2/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,3,0,3,0
35801,ESP,Limited,INITIAL_PURCHASE,Web,38.58,USD,2/25/20,5/25/20,90,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,12,8,2,4,1
35802,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/23/19,2/23/20,184,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,11,0,0,0,0
35806,ESC,Limited,INITIAL_PURCHASE,Web,39,USD,12/2/19,3/2/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,10,2,0,1,0
35808,ESP,Limited,INITIAL_PURCHASE,Web,38.85,USD,3/11/20,6/11/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,8,3,2,2,1
35810,HEB,Limited,INITIAL_PURCHASE,Web,153.46,USD,7/31/19,7/31/21,731,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
35811,FRA,Limited,INITIAL_PURCHASE,Web,39,USD,1/2/20,4/2/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,6,3,2,1
35813,POR,Limited,INITIAL_PURCHASE,Web,71.61,USD,12/4/19,6/4/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,0,0,0,0
35814,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/30/19,12/30/19,91,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0
35815,FRA,Limited,RENEWAL,Web,35.97,USD,4/21/19,7/21/20,457,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,0,0,0,0
35816,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/16/20,1/1/99,28780,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,21,3,1,2,1
35822,ITA,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/5/20,1/1/99,28820,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
35823,DEU,Limited,RENEWAL,Web,119,USD,3/29/19,3/29/20,366,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,41,41,36,2,1
35824,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/10/19,11/10/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,52,0,0,0,0
35825,CHI,Limited,RENEWAL,Web,35.97,USD,12/24/19,6/24/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,5,3,0,2,0
35826,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/31/20,6/30/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
35831,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/1/19,12/1/19,91,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,39,0,0,0,0
35835,HEB,Limited,RENEWAL,Web,19.99,USD,7/5/19,10/5/19,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,65,62,0,50,0
35836,KOR,Limited,RENEWAL,Web,35.97,USD,11/29/19,5/29/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,1,0,1,0
35837,CHI,Limited,RENEWAL,Web,79,USD,11/14/19,5/14/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,3,0,0,0,0
35840,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,3/2/20,1/1/99,28794,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,1,0,1,0
35843,ALL,Limited,RENEWAL,Web,179,USD,4/22/19,4/22/21,731,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,0,0,0,0
35848,ALL,Lifetime,INITIAL_PURCHASE,Web,210.94,USD,2/24/20,1/1/99,28801,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,0,0,0,0
35853,ENG,Limited,RENEWAL,Web,79,USD,5/3/19,11/3/19,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,55,9,4,7,3
35855,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/6/20,1/1/99,28790,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
35857,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/23/20,1/1/99,28773,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,34,5,3,4,2
35860,TGL,Lifetime,INITIAL_PURCHASE,Web,189,USD,1/14/20,1/1/99,28842,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,53,50,23,23,9
35869,FRA,Limited,RENEWAL,Web,35.97,USD,7/16/19,7/16/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,6,6,2,2,1
35870,ITA,Limited,INITIAL_PURCHASE,Web,39.16,USD,10/22/19,1/22/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,16,9,2,6,1
35872,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/25/20,1/1/99,28771,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
35876,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/11/20,1/1/99,28785,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,0,0,0,0
35883,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/23/20,1/1/99,28773,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,22,19,13,2,1
35884,FRA,Limited,INITIAL_PURCHASE,Web,38.85,USD,2/20/20,5/20/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,12,0,0,0,0
35889,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/5/20,1/1/99,28791,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,1,0,1,0
35890,GRK,Limited,INITIAL_PURCHASE,Web,71.15,USD,11/11/19,5/11/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,6,0,3,0
35891,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/8/20,1/1/99,28788,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,8,3,0,1,0
35896,ALL,Limited,RENEWAL,Web,179,USD,3/25/19,3/25/21,731,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,7,0,0,0,0
35897,DEU,Limited,RENEWAL,Web,79,USD,1/28/19,1/28/20,365,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
35900,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/22/20,1/1/99,28803,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,7,0,0,0,0
35901,ALL,Lifetime,INITIAL_PURCHASE,Web,212.13,USD,3/27/20,1/1/99,28769,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,5,3,0,2,0
35903,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/9/20,1/1/99,28816,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,11,2,0,1,0
35905,ITA,Limited,RENEWAL,Web,35.97,USD,12/22/19,6/22/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,0,0,0,0
35911,POR,Limited,RENEWAL,Web,35.97,USD,1/18/20,7/18/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,0,0,0,0
35912,JPN,Limited,INITIAL_PURCHASE,Web,38.34,USD,9/22/19,12/22/19,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,51,0,0,0,0
35920,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/17/19,11/17/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,54,23,0,23,0
35926,DEU,Limited,RENEWAL,Web,35.97,USD,5/29/19,5/29/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,6,0,2,0
35930,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/31/20,6/30/20,91,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,1,0,0,0,0
35931,ALL,Lifetime,INITIAL_PURCHASE,Web,210.94,USD,2/25/20,1/1/99,28800,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,0,0,0,0
35934,JPN,Limited,INITIAL_PURCHASE,Web,41.87,USD,12/26/19,3/26/20,91,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,0,0,0,0
35936,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/19/20,5/19/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,12,6,0,2,0
35944,JPN,Limited,RENEWAL,Web,79,USD,11/11/19,5/13/20,184,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,1,0,1,0
35947,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,4/1/19,1/1/99,29130,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,3,0,0,0,0
35948,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/27/20,1/1/99,28769,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,5,0,0,0,0
35949,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/31/20,1/1/99,28765,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
35950,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/28/20,5/28/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,0,0,0,0
35951,ALL,Lifetime,INITIAL_PURCHASE,Web,207.96,USD,3/22/20,1/1/99,28774,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,7,4,0,2,0
35952,ESP,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/20/20,1/1/99,28776,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,5,0,0,0,0
35953,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/2/20,6/2/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,0,0,0,0
35957,ESP,Limited,INITIAL_PURCHASE,Web,38.34,USD,9/3/19,12/3/19,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,27,10,1,9,1
35959,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/26/20,1/1/99,28799,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,22,21,0,3,0
35962,FRA,Limited,INITIAL_PURCHASE,Web,37.77,USD,10/18/19,1/18/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,10,2,0,2,0
35965,FRA,Limited,RENEWAL,Web,99,USD,11/14/19,2/28/21,472,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,106,105,13,56,4
35967,ALL,Lifetime,INITIAL_PURCHASE,Web,211.64,USD,3/27/20,1/1/99,28769,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,0,0,0,0
35970,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/22/19,10/22/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
35972,ALL,Limited,RENEWAL,Web,179,USD,4/10/19,4/17/21,738,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,14,10,0,1,0
35974,CHI,Limited,RENEWAL,Web,35.97,USD,12/5/19,6/5/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,6,6,1,4,1
35975,ESP,Limited,RENEWAL,Web,119,USD,12/30/18,6/30/20,548,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,5,5,0,1,0
35977,HIN,Limited,RENEWAL,Web,35.97,USD,6/30/19,7/4/20,370,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,6,4,0,1,0
35981,KOR,Limited,RENEWAL,Web,35.97,USD,11/22/19,5/22/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,4,1,0,1,0
35983,CHI,Limited,RENEWAL,Web,79,USD,4/1/19,10/1/19,183,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
35984,ESP,Limited,INITIAL_PURCHASE,Web,95.88,USD,8/14/19,8/14/20,366,No,No,NULL,NULL,On,US/Canada,Other,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL
35987,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/29/20,1/1/99,28767,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,2,0,0,0,0
35989,ENG,Limited,RENEWAL,Web,35.97,USD,9/26/19,7/1/20,279,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,4,0,1,0
35990,FRA,Limited,INITIAL_PURCHASE,Web,69.9,USD,7/4/19,1/4/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,32,2,0,1,0
35991,ESP,Limited,RENEWAL,Web,79,USD,2/10/19,11/10/19,273,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,40,4,0,2,0
35992,POR,Limited,INITIAL_PURCHASE,Web,71.94,USD,9/27/19,3/27/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
35998,ESP,Limited,INITIAL_PURCHASE,Web,38.98,USD,2/8/20,5/8/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,12,0,0,0,0
36001,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/14/20,1/1/99,28782,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,4,1,1,1,1
36008,CHI,Limited,RENEWAL,Web,35.97,USD,3/25/19,6/27/20,460,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,14,14,0,3,0
36009,POR,Limited,RENEWAL,Web,79,USD,3/12/19,12/12/19,275,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,40,0,0,0,0
36011,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,10/22/19,1/22/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,1,0,0,0,0
36016,CHI,Limited,RENEWAL,Web,35.97,USD,1/7/20,7/7/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,9,3,3,1,1
36019,ARA,Lifetime,INITIAL_PURCHASE,Web,199,USD,11/23/19,1/1/99,28894,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,2,2,0,2,0
36023,ENG,Limited,RENEWAL,Web,19.99,USD,12/21/19,3/27/20,97,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,5,3,0,3,0
36025,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,10/20/19,1/20/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,13,9,0,7,0
36026,ESP,Limited,INITIAL_PURCHASE,Web,139,USD,12/31/19,12/31/21,731,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
36035,ENG,Limited,INITIAL_PURCHASE,Web,70.29,USD,10/19/19,4/19/20,183,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
36036,TGL,Limited,INITIAL_PURCHASE,Web,101.44,USD,12/15/19,12/15/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,1,1,0,1,0
36040,ALL,Lifetime,INITIAL_PURCHASE,Web,216.16,USD,3/14/20,1/1/99,28782,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,2,0,0,0,0
36041,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/31/20,1/1/99,28765,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,1,1,1,1,1
36043,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/13/20,1/1/99,28783,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
36045,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/4/20,1/1/99,28792,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,0,0,0,0
36051,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,3/8/20,1/1/99,28788,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,214,149,60,79,2
36056,ESP,Limited,RENEWAL,Web,79,USD,8/2/19,5/2/20,274,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,5,2,0,1,0
36058,ENG,Limited,RENEWAL,Web,79,USD,8/7/19,12/5/19,120,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,1,0,0,0,0
36059,ESP,Limited,INITIAL_PURCHASE,Web,37.77,USD,1/21/20,4/21/20,91,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,15,15,0,4,0
36065,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/29/19,10/29/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
36066,ARA,Limited,RENEWAL,Web,35.97,USD,1/3/20,7/3/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,18,18,8,6,1
36068,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/10/20,1/1/99,28786,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
36070,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/6/20,6/6/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,5,2,2,1,1
36083,TGL,Lifetime,INITIAL_PURCHASE,Web,200.34,USD,11/29/19,1/1/99,28888,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,1,1,1,1,1
36085,ESP,Limited,INITIAL_PURCHASE,Web,69.24,USD,12/3/19,6/3/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,5,5,0,4,0
36086,FRA,Limited,INITIAL_PURCHASE,Web,39,USD,7/29/19,11/1/19,95,No,Yes,7/29/19,8/1/19,Off,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
36088,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/22/20,1/1/99,28803,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,2,0,0,0,0
36089,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/1/19,10/1/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,2,0,0,0,0
36090,ESP,Limited,RENEWAL,Web,79,USD,3/30/19,10/1/19,185,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,36,4,0,4,0
36092,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/24/20,1/1/99,28772,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,1,0,1,0
36095,ITA,Limited,INITIAL_PURCHASE,Web,39,USD,12/8/19,3/8/20,91,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,6,0,3,0
36096,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/25/20,6/25/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
36100,FRA,Limited,RENEWAL,Web,35.97,USD,3/14/19,6/14/20,458,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,10,8,0,2,0
36102,FRA,Limited,RENEWAL,Web,119,USD,10/1/19,10/1/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,1,1,0,1,0
36104,DEU,Limited,RENEWAL,Web,79,USD,5/11/19,5/11/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,0,0,0,0
36105,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/6/19,11/6/19,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,52,0,0,0,0
36107,ALL,Lifetime,INITIAL_PURCHASE,Web,211.44,USD,3/16/20,1/1/99,28780,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,5,0,0,0,0
36109,JPN,Limited,INITIAL_PURCHASE,Web,79,USD,10/3/19,1/6/20,95,No,Yes,10/3/19,10/6/19,Off,US/Canada,Consumer,Web,Yes,Yes,21,0,0,0,0
36111,ESP,Limited,RENEWAL,Web,35.97,USD,8/27/19,5/27/20,274,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,1,0,1,0
36112,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/28/20,6/28/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,5,3,0,1,0
36117,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/15/20,1/1/99,28781,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,7,7,0,3,0
36118,ESP,Lifetime,INITIAL_PURCHASE,Web,190.19,USD,1/14/20,1/1/99,28842,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,1,0,0,0,0
36119,ARA,Limited,RENEWAL,Web,35.97,USD,2/20/19,5/20/20,455,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,1,0,1,0
36127,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/24/20,1/1/99,28772,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,0,0,0,0
36128,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/31/20,1/1/99,28765,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
36129,ALL,Lifetime,INITIAL_PURCHASE,Web,211.54,USD,3/23/20,1/1/99,28773,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,2,1,2,1
36130,DEU,Limited,RENEWAL,Web,79,USD,3/15/19,9/15/19,184,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,75,0,0,0,0
36133,ITA,Lifetime,INITIAL_PURCHASE,Web,196.9,USD,11/29/19,1/1/99,28888,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
36139,ESP,Limited,RENEWAL,Web,79,USD,3/18/19,3/18/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,10,3,0,1,0
36140,ESP,Limited,RENEWAL,Web,79,USD,6/8/19,3/8/20,274,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,20,12,0,9,0
36142,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/24/20,6/24/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,0,0,0,0
36144,CHI,Limited,RENEWAL,Web,19.99,USD,2/3/19,2/3/20,365,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,18,11,0,2,0
36146,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,1/7/20,1/1/99,28849,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,4,0,0,0,0
36156,ESP,Limited,INITIAL_PURCHASE,Web,38.49,USD,3/25/20,6/25/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,5,0,3,0
36158,ESP,Limited,RENEWAL,Web,79,USD,3/31/19,12/30/19,274,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
36159,CHI,Limited,RENEWAL,Web,35.97,USD,4/2/19,7/2/20,457,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,8,6,0,2,0
36161,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/7/20,5/7/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,11,1,0,1,0
36162,TGL,Lifetime,INITIAL_PURCHASE,Web,204.12,USD,11/29/19,1/1/99,28888,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,1,0,0,0,0
36163,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/11/20,6/11/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,2,0,2,0
36164,ENG,Limited,RENEWAL,Web,119,USD,9/10/19,9/10/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,1,0,0,0,0
36166,ESP,Lifetime,INITIAL_PURCHASE,Web,289,USD,1/26/20,1/1/99,28830,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,1,0,0,0,0
36167,ALL,Limited,INITIAL_PURCHASE,Web,179,USD,2/24/20,2/24/21,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
36168,DEU,Limited,RENEWAL,Web,79,USD,7/25/19,1/25/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,21,6,0,2,0
36170,ESP,Limited,RENEWAL,Web,119,USD,5/2/19,5/2/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,2,1,0,1,0
36171,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/24/20,1/1/99,28801,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,0,0,0,0
36173,ESP,Limited,RENEWAL,Web,79,USD,5/24/19,11/24/19,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,31,0,0,0,0
